id,eldas_number,description,em_number,ean_number,title,cee_63a_5p,cee_32a_5p,cee_16a_5p,ch_16a_t25,cee_16a_3p,ch_16a_t23,data_ports,fi_switch,fi_ls,schuko,ch_10a_t13,fabrikat,fi_40a_63a,ls_schalter,fabrikat_absicherung,schutzart,anschluss,gehaeuse,number,kategorie,beschreibung,ek,uvp_egh,uvp_installateur,has_image,form_data,form_data_saesseli,ferratec_shop_url_de,ferratec_shop_url_fr,publish,created_at,updated_at
11,"834792339","MENNEKES Kombination AMAXX","K 4953/16","4015394222286","{""de"":""MENNEKES Kombination AMAXX"",""en"":""MENNEKES combination AMAXX"",""fr"":""MENNEKES Combinaisons  AMAXX"",""it"":""Combinazione di MENNEKES AMAXX""}",0,2,2,0,0,0,0,1,,0,0,,"63A","4","SIE","IP67","Klemme für 2 Leitungen bis 5 x 25 mm²","2 AMAPLAST-Gehäuse 390x225 mm (HxB)","900005","Wandkombinationen","m. Duoverriegelung",649.00,811.25,1014.06,1,"[{""SUPPLIER_ID_GLN"":""7611971000000"",""MANUFACTURER_PID"":""900005"",""MANUFACTURER_TYPE_DESCR"":""MENNEKES Kombination AMAXX"",""INTERNATIONAL_PID"":""4015394222286"",""DESCRIPTION_SHORT"":""MENNEKES Kombination AMAXX"",""PRICE_AMOUNT"":""0.00"",""CURRENCY"":""CHF"",""PRICE_QUANTITY"":""1"",""UDX.EDXF.DISCOUNT_GROUP_MANUFACTURER"":""D123"",""QUANTITY"":""1.00"",""ORDER_UNIT"":""C62"",""VALIDITY_END"":""2025-12-31""}]","{""CONFIGURATION_URL"":""https://saesseli.steckdosen-kombination.ch/"",""ITEM"":[{""SUPPLIER_ID_GLN"":""7611971000000"",""MANUFACTURER_PID"":""900005"",""MANUFACTURER_TYPE_DESCR"":""MENNEKES Kombination AMAXX"",""INTERNATIONAL_PID"":""4015394222286"",""DESCRIPTION_SHORT"":""MENNEKES Kombination AMAXX"",""PRICE_AMOUNT"":""0.00"",""CURRENCY"":""CHF"",""PRICE_QUANTITY"":""1"",""UDX.EDXF.DISCOUNT_GROUP_MANUFACTURER"":""D123"",""QUANTITY"":""1.00"",""ORDER_UNIT"":""C62"",""VALIDITY_END"":""2025-12-31""}]}",,,"",0,,06.04.2023
12,"834794099","Wand-Steckdosenverteiler AMAXX, gr-sw","K 4953/33","4015394252269","{""de"":""Wand-Steckdosenverteiler AMAXX, gr-sw"",""en"":""Wall-mounted socket distributor AMAXX"",""fr"":""MENNEKES combinaison de prises AMAXX"",""it"":""Distributore di prese a muro AMAXX""}",0,0,1,1,0,1,0,0,,0,0,,,0,0,"IP44","Klemme für 1 Leitung bis 5 x 10 mm²","1 AMAPLAST-Gehäuse 130x225 mm (HxB)","910223","Wandkombinationen",,62.00,77.50,96.88,1,"[{""SUPPLIER_ID_GLN"":""7611971000000"",""MANUFACTURER_PID"":""910223"",""MANUFACTURER_TYPE_DESCR"":""Wand-Steckdosenverteiler AMAXX, gr-sw"",""INTERNATIONAL_PID"":""4015394252269"",""DESCRIPTION_SHORT"":""Wand-Steckdosenverteiler AMAXX, gr-sw"",""PRICE_AMOUNT"":""0.00"",""CURRENCY"":""CHF"",""PRICE_QUANTITY"":""1"",""UDX.EDXF.DISCOUNT_GROUP_MANUFACTURER"":""D123"",""QUANTITY"":""1.00"",""ORDER_UNIT"":""C62"",""VALIDITY_END"":""2025-12-31""}]","{""CONFIGURATION_URL"":""https://saesseli.steckdosen-kombination.ch/"",""ITEM"":[{""SUPPLIER_ID_GLN"":""7611971000000"",""MANUFACTURER_PID"":""910223"",""MANUFACTURER_TYPE_DESCR"":""Wand-Steckdosenverteiler AMAXX, gr-sw"",""INTERNATIONAL_PID"":""4015394252269"",""DESCRIPTION_SHORT"":""Wand-Steckdosenverteiler AMAXX, gr-sw"",""PRICE_AMOUNT"":""0.00"",""CURRENCY"":""CHF"",""PRICE_QUANTITY"":""1"",""UDX.EDXF.DISCOUNT_GROUP_MANUFACTURER"":""D123"",""QUANTITY"":""1.00"",""ORDER_UNIT"":""C62"",""VALIDITY_END"":""2025-12-31""}]}","https://www.ferratec-technics.ch/de/online-katalog/mennekes-industriesteckvorrichtungen/amaxx-steckdosen-kombinationen/910223-mennekes-steckdosen-kombination-amaxxc2ae/","https://www.ferratec-technics.ch/fr/catalogue-en-ligne/prises-et-fiches-industrielles/combinaisons-de-prises-de-courant-amaxx/910223-mennekes-amaxx-coffret-combine/",1,,06.04.2023
